2025-11-20T00:08:34.811992879Z [err]  2025-11-20 00:08:34,553 - 4 - urllib3.connectionpool - DEBUG - https://api.stripe.com:443 "GET /v1/invoices/in_1SPyBmDw86VJEB1azgf8C0Nm HTTP/1.1" 200 5240
2025-11-20T00:08:34.812000971Z [err]  2025-11-20 00:08:34,553 - 4 - stripe - INFO - message='Stripe API response' path=https://api.stripe.com/v1/invoices/in_1SPyBmDw86VJEB1azgf8C0Nm response_code=200
2025-11-20T00:08:34.812006682Z [err]  2025-11-20 00:08:34,553 - 4 - stripe - DEBUG - body='{\n  "id": "in_1SPyBmDw86VJEB1azgf8C0Nm",\n  "object": "invoice",\n  "account_country": "US",\n  "account_name": "Atomik Trading",\n  "account_tax_ids": null,\n  "amount_due": 0,\n  "amount_overpaid": 0,\n  "amount_paid": 0,\n  "amount_remaining": 0,\n  "amount_shipping": 0,\n  "application": null,\n  "attempt_count": 0,\n  "attempted": true,\n  "auto_advance": false,\n  "automatic_tax": {\n    "disabled_reason": null,\n    "enabled": true,\n    "liability": {\n      "type": "self"\n    },\n    "provider": "stripe",\n    "status": "complete"\n  },\n  "automatically_finalizes_at": null,\n  "billing_reason": "subscription_cycle",\n  "collection_method": "charge_automatically",\n  "created": 1762316358,\n  "currency": "usd",\n  "custom_fields": null,\n  "customer": "cus_RsvGQACUHA9sIW",\n  "customer_address": {\n    "city": "Dallas",\n    "country": "US",\n    "line1": "1001 belleview st",\n    "line2": "907",\n    "postal_code": "75215",\n    "state": "TX"\n  },\n  "customer_email": "cruzh5150@gmail.com",\n  "customer_name": "Alex Hernandez",\n  "customer_phone": null,\n  "customer_shipping": null,\n  "customer_tax_exempt": "none",\n  "customer_tax_ids": [],\n  "default_payment_method": null,\n  "default_source": null,\n  "default_tax_rates": [],\n  "description": null,\n  "discounts": [],\n  "due_date": null,\n  "effective_at": 1762319971,\n  "ending_balance": 0,\n  "footer": null,\n  "from_invoice": null,\n  "hosted_invoice_url": "https://invoice.stripe.com/i/acct_1QQYUaDw86VJEB1a/live_YWNjdF8xUVFZVWFEdzg2VkpFQjFhLF9UTWhhU1dqZFNjb3VEblhmREVWZ0FORWh5NzdRRkxSLDE1NDEzODExNA0200TVZZBSoE?s=ap",\n  "invoice_pdf": "https://pay.stripe.com/invoice/acct_1QQYUaDw86VJEB1a/live_YWNjdF8xUVFZVWFEdzg2VkpFQjFhLF9UTWhhU1dqZFNjb3VEblhmREVWZ0FORWh5NzdRRkxSLDE1NDEzODExNA0200TVZZBSoE/pdf?s=ap",\n  "issuer": {\n    "type": "self"\n  },\n  "last_finalization_error": null,\n  "latest_revision": null,\n  "lines": {\n    "object": "list",\n    "data": [\n      {\n        "id": "il_1SPyBmDw86VJEB1ab5mel61j",\n        "object": "line_item",\n        "amount": 0,\n        "currency": "usd",\n        "description": "1 × Atomik Subscription (at $0.00 / month)",\n        "discount_amounts": [],\n        "discountable": true,\n        "discounts": [],\n        "invoice": "in_1SPyBmDw86VJEB1azgf8C0Nm",\n        "livemode": true,\n        "metadata": {},\n        "parent": {\n          "invoice_item_details": null,\n          "subscription_item_details": {\n            "invoice_item": null,\n            "proration": false,\n            "proration_details": {\n              "credited_items": null\n            },\n            "subscription": "sub_1Qz9Q4Dw86VJEB1aETfklE6q",\n            "subscription_item": "si_RsvGc7jgAfVsqh"\n          },\n          "type": "subscription_item_details"\n        },\n        "period": {\n          "end": 1764908336,\n          "start": 1762316336\n        },\n        "pretax_credit_amounts": [],\n        "pricing": {\n          "price_details": {\n            "price": "price_1Qz4rHDw86VJEB1ahWCbxTeu",\n            "product": "prod_Rr0TRXKouecp01"\n          },\n          "type": "price_details",\n          "unit_amount_decimal": "0"\n        },\n        "quantity": 1,\n        "taxes": [\n          {\n            "amount": 0,\n            "tax_behavior": "exclusive",\n            "tax_rate_details": {\n              "tax_rate": "txr_1Qz4p3Dw86VJEB1aUfJjpSkb"\n            },\n            "taxability_reason": "not_collecting",\n            "taxable_amount": 0,\n            "type": "tax_rate_details"\n          }\n        ]\n      }\n    ],\n    "has_more": false,\n    "total_count": 1,\n    "url": "/v1/invoices/in_1SPyBmDw86VJEB1azgf8C0Nm/lines"\n  },\n  "livemode": true,\n  "metadata": {},\n  "next_payment_attempt": null,\n  "number": "1F87BE68-0009",\n  "on_behalf_of": null,\n  "parent": {\n    "quote_details": null,\n    "subscription_details": {\n      "metadata": {},\n      "subscription": "sub_1Qz9Q4Dw86VJEB1aETfklE6q"\n    },\n    "type": "subscription_details"\n  },\n  "payment_settings": {\n    "default_mandate": null,\n    "payment_method_options": {\n      "acss_debit": null,\n      "bancontact": null,\n      "card": {\n        "request_three_d_secure": "automatic"\n      },\n      "customer_balance": null,\n      "konbini": null,\n      "sepa_debit": null,\n      "us_bank_account": null\n    },\n    "payment_method_types": null\n  },\n  "period_end": 1762316336,\n  "period_start": 1759637936,\n  "post_payment_credit_notes_amount": 0,\n  "pre_payment_credit_notes_amount": 0,\n  "receipt_number": null,\n  "rendering": null,\n  "shipping_cost": null,\n  "shipping_details": null,\n  "starting_balance": 0,\n  "statement_descriptor": null,\n  "status": "paid",\n  "status_transitions": {\n    "finalized_at": 1762319971,\n    "marked_uncollectible_at": null,\n    "paid_at": 1762319971,\n    "voided_at": null\n  },\n  "subtotal": 0,\n  "subtotal_excluding_tax": 0,\n  "test_clock": null,\n  "total": 0,\n  "total_discount_amounts": [],\n  "total_excluding_tax": 0,\n  "total_pretax_credit_amounts": [],\n  "total_taxes": [\n    {\n      "amount": 0,\n      "tax_behavior": "exclusive",\n      "tax_rate_details": {\n        "tax_rate": "txr_1Qz4p3Dw86VJEB1aUfJjpSkb"\n      },\n      "taxability_reason": "not_collecting",\n      "taxable_amount": 0,\n      "type": "tax_rate_details"\n    }\n  ],\n  "webhooks_delivered_at": 1762316358\n}' message='API response body'
2025-11-20T00:08:34.812054239Z [err]  2025-11-20 00:08:34,342 - 4 - stripe - DEBUG - link=https://dashboard.stripe.com/live/logs/req_qcNH0zpnrU2JjN message='Dashboard link for request'
2025-11-20T00:08:34.812060529Z [err]  2025-11-20 00:08:34,343 - 4 - stripe - INFO - message='Request to Stripe api' method=get url=https://api.stripe.com/v1/invoices/in_1SPyBmDw86VJEB1azgf8C0Nm
2025-11-20T00:08:34.812065686Z [err]  2025-11-20 00:08:34,344 - 4 - stripe - DEBUG - api_version=2025-11-17.clover message='Post details' post_data=
2025-11-20T00:08:34.813801972Z [err]  2025-11-20 00:08:34,576 - 4 - httpcore.http11 - DEBUG - send_request_headers.complete
2025-11-20T00:08:34.813810446Z [err]  2025-11-20 00:08:34,576 - 4 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2025-11-20T00:08:34.813815184Z [err]  2025-11-20 00:08:34,576 - 4 - httpcore.http11 - DEBUG - send_request_body.complete
2025-11-20T00:08:34.813819755Z [err]  2025-11-20 00:08:34,576 - 4 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2025-11-20T00:08:34.813828008Z [err]  2025-11-20 00:08:34,554 - 4 - stripe - DEBUG - link=https://dashboard.stripe.com/live/logs/req_cS969tKBjNT3Gt message='Dashboard link for request'
